State,CMS Certification Number (CCN)*,Provider Name,Address,City,Zip,Phone,Type of Ownership,Offers Nursing Care Services,Offers Physical Therapy Services,Offers Occupational Therapy Services,Offers Speech Pathology Services,Offers Medical Social Services,Offers Home Health Aide Services,Date Certified,HHCAHPS Survey Summary Star Rating,Star Rating for health team gave care in a professional way,Percent of patients who reported that their home health team gave care in a professional way,Star Rating for health team communicated well with them,Percent of patients who reported that their home health team communicated well with them,"Star Rating team discussed medicines, pain, and home safety","Percent of patients who reported that their home health team discussed medicines, pain, and home safety with them",Star Rating for how patients rated overall care from agency,Percent of patients who gave their home health agency a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),"Percent of patients who reported YES, they would definitely recommend the home health agency to friends and family",Number of completed Surveys,Response rate,Score,Offers,Total Score,"Good, Medium, Bad"
OH,367173,"GREAT LAKES CARING, A PART OF THE ELARA CARING NET","5966 HEISLEY ROAD, SUITE 100",MENTOR,44060,4403589200,Local,50,50,50,50,50,50,2/4/1982,4,4,89,5,89,3,82,3,84,83,365,28,807,300,1107,Good
PA,398051,ENCOMPASS HEALTH HOME HEALTH,1100 BERKSHIRE BLVD SUITE 210,WYOMISSING,19610,6107966473,Local,50,50,50,50,50,50,11/2/2006,4,4,90,4,89,4,87,3,84,77,194,31,807,300,1107,Good
TN,447230,UNIVERSITY OF TN MEDICAL CENTER HOME CARE SERVICES,"4435 VALLEY VIEW DRIVE, SUITE 101",KNOXVILLE,37917,8655446200,Local,50,50,50,50,50,50,8/10/1983,4,4,90,4,86,4,86,3,84,81,774,32,807,300,1107,Good
TN,447566,"GUARDIAN HOME CARE OF NASHVILLE, LLC","741 COOL SPRINGS BLVD, SUITE 110",FRANKLIN,37067,6157712080,Local,50,50,50,50,50,50,3/10/2004,4,4,88,4,86,4,86,3,84,83,454,24,807,300,1107,Good
TX,457996,ST ANTHONYS HOME HEALTHCARE SERVICES INC,5303 N MCCOLL RD,MCALLEN,78504,9569948766,Local,50,50,50,50,50,50,2/10/2006,4,4,86,4,85,4,87,3,84,85,160,33,807,300,1107,Good
TX,458306,IPR HEALTHCARE SYSTEM INC,8830 INTERCHANGE DRIVE,HOUSTON,77054,7135926776,Local,50,50,50,50,50,50,1/31/1995,4,4,89,4,89,4,87,3,83,79,165,22,807,300,1107,Good
TX,677158,SUNRISE HOME HEALTH SERVICES,1221 ARISTA ROAD,ROCKWALL,75032,9722781414,Local,50,50,50,50,50,50,8/22/1988,4,4,90,4,86,3,83,4,86,82,270,25,807,300,1107,Good
TX,679725,SOUTHERN HOMECARE INC,11500 PELLICANO DR UNIT B10,EL PASO,79936,9158578573,Local,50,50,50,50,50,50,2/14/2008,4,4,90,4,86,3,84,4,88,79,40,29,807,300,1107,Good
AL,17115,GADSDEN REGIONAL HOME HEALTH,301 S 4TH STREET,GADSDEN,35901,2565382273,Local,50,50,50,50,0,50,7/27/1993,4,4,90,5,89,4,87,4,89,81,201,30,856,250,1106,Good
AR,47001,CHI ST VINCENT HEALTH AT HOME,"1 EXECUTIVE CENTER COURT, SUITE 110",LITTLE ROCK,72211,5016644933,Visiting Nurse Association,50,50,50,50,50,50,7/1/1966,4,4,88,4,87,4,85,3,86,80,309,27,806,300,1106,Good
AR,47009,SPARKS HEALTH SYSTEM HOME HEALTH,"4300 ROGERS AVENUE, SUITE 34 & 35",FORT SMITH,72903,4794415850,Local,50,50,50,50,0,50,10/25/1978,4,4,90,5,89,4,85,4,87,85,207,30,856,250,1106,Good
AR,47016,BAXTER COUNTY HOME HEALTH,30 RYAN ROAD,COTTER,72626,8704357500,Hospital Based Program,50,50,50,50,50,50,10/18/1979,4,4,87,5,89,3,83,3,83,84,324,36,806,300,1106,Good
CA,57004,SUTTER VISITING NURSE ASSOCIATION AND HOSPICE,"5099 COMMERCIAL CIRCLE, SUITE 205-A",CONCORD,94520,9256774240,Local,50,50,50,50,50,50,7/1/1966,4,4,88,4,86,4,87,3,85,80,979,23,806,300,1106,Good
CA,59164,"CARESS HOME HEALTH PROVIDERS, INC","22048 SHERMAN WAY, SUITE 306",CANOGA PARK,91303,8188843855,Local,50,50,50,50,50,50,2/11/2010,4,4,86,4,85,4,86,3,88,81,44,23,806,300,1106,Good
FL,103188,FIRST AT HOME INC,5055 S CONGRESS AVE STE 301,ATLANTIS,33462,5619638109,Local,50,50,50,50,50,50,4/29/2013,4,4,88,4,85,4,85,3,86,82,307,41,806,300,1106,Good
FL,107576,ADVENT CHRISTIAN VILLAGE HOME CARE AGENCY,23740 PARK CENTER DR,LIVE OAK,32060,3866585460,Local,50,50,50,50,0,50,9/4/1997,4,5,90,5,90,4,87,3,81,88,43,51,856,250,1106,Good
FL,107752,UNS UNITED NURSING SERVICES,1897 PALM BEACH LAKES BLVD STE 213,WEST PALM BEACH,33409,5614788788,Local,50,50,50,50,50,50,1/16/2003,4,5,93,5,90,2,74,3,82,87,50,27,806,300,1106,Good
FL,109793,SARASOTA HOME HEALTH CARE AGENCY LLC,8051 N TAMIAMI TRAIL UNIT E3,SARASOTA,34243,9413064347,Local,50,50,50,50,50,50,5/5/2012,4,5,92,4,86,2,79,4,84,85,49,46,806,300,1106,Good
HI,127023,KAISER PERMANENTE HOME HEALTH AGENCY MAUI,80 MAHALANI STREET,WAILUKU,96793,8082436681,Official Health Agency,50,50,50,50,50,50,10/11/1993,4,4,89,4,86,4,85,3,84,82,111,32,806,300,1106,Good
ID,137019,NORTH IDAHO HOME HEALTH,850 W KATHLEEN AVENUE,COEUR D ALENE,83815,2086677494,Visiting Nurse Association,50,50,50,50,50,50,7/1/1979,4,4,88,5,89,3,84,3,83,82,197,32,806,300,1106,Good
IL,147009,UNITY POINT AT HOME,"106 19TH AVENUE, SUITE 101",MOLINE,61265,3097797600,Local,50,50,50,50,50,50,7/1/1966,4,4,89,4,88,4,85,3,86,78,754,31,806,300,1106,Good
IL,147105,PRESENCE HOME CARE-KANKAKEE,179 E BETHEL DRIVE,BOURBONNAIS,60914,8159372475,Local,50,50,50,50,50,50,7/28/1972,4,4,90,5,89,3,84,3,84,79,239,38,806,300,1106,Good
LA,197203,OCHSNER HOME HEALTH OF NEW ORLEANS,"3000 W ESPLANADE AVENUE, STE 302",METAIRIE,70002,5043726610,Local,50,50,50,50,50,50,3/20/1987,4,4,89,4,86,4,86,3,83,82,481,25,806,300,1106,Good
LA,197317,"MEDISTAR HOME HEALTH, A PART OF THE ELARA CARING N","320 ACTON ROAD, STE B",MARKSVILLE,71351,3182538978,Local,50,50,50,50,50,50,10/1/1983,4,3,87,4,86,5,88,3,88,77,110,23,806,300,1106,Good
LA,197413,VERNON HOME HEALTH,213 ALEXANDRIA HWY,LEESVILLE,71446,3372380506,Local,50,50,50,50,0,50,7/12/1991,4,4,89,5,88,4,86,4,89,84,148,35,856,250,1106,Good
MA,227269,CARETENDERS,200 RESERVOIR STREET,NEEDHAM HEIGHTS,2494,6173325015,Visiting Nurse Association,50,50,50,50,50,50,8/11/1992,4,4,88,4,84,4,86,3,86,82,361,18,806,300,1106,Good
MI,237164,SPARROW HOME CARE,"3315 E MICHIGAN AVENUE, SUITE 4",LANSING,48912,5173648600,Local,50,50,50,50,50,50,10/4/1984,4,4,90,4,85,3,81,4,87,83,449,37,806,300,1106,Good
MN,247126,KANABEC COUNTY COMMUNITY HEALTH,905 EAST FOREST AVENUE SUITE 127,MORA,55051,3206796330,Official Health Agency,50,50,50,50,0,50,2/24/1983,4,5,90,5,88,3,84,4,88,86,61,49,856,250,1106,Good
MO,267246,SALEM MEMORIAL DISTRICT HOSP HOME HEALTH AGENCY,"PO BOX 774, HWY 72",SALEM,65560,5737296626,Hospital Based Program,50,50,50,0,50,50,6/26/1985,4,4,89,4,87,5,88,4,88,84,90,42,856,250,1106,Good
NC,347075,GENTIVA HEALTH SERVICES,3150 NORTH ELM STREET SUITE 102,GREENSBORO,27408,3362881181,Local,50,50,50,50,50,50,9/22/1977,4,4,90,5,89,3,83,3,84,80,274,27,806,300,1106,Good
NC,347091,KINDRED AT HOME,11111 CARMEL COMMONS BLVD  STE 350,CHARLOTTE,28226,7045431167,Official Health Agency,50,50,50,50,50,50,10/1/1978,4,5,90,4,86,3,82,3,86,82,426,26,806,300,1106,Good
ND,357037,SANFORD HOME CARE FARGO,100 4TH SOUTH STREET,FARGO,58103,7012344900,Hospital Based Program,50,50,50,50,50,50,8/30/1985,4,4,88,4,84,4,86,3,87,81,471,32,806,300,1106,Good
ND,357042,GOOD SAMARITAN SOCIETY - HOME CARE,600 SOUTH 2ND STREET SUITE 101,BISMARCK,58504,7012557575,Local,50,50,50,50,0,50,11/9/1987,4,5,92,4,86,4,87,4,86,85,58,22,856,250,1106,Good
NE,287008,CENTRAL PLAINS HOME HEALTH,"835 MERIDAN AVENUE, PO BOX 207",COZAD,69130,3087844630,Hospital Based Program,50,50,50,50,50,50,5/1/1977,4,5,92,5,87,2,74,3,85,88,84,47,806,300,1106,Good
NE,287128,PHYSICIANS CHOICE HOME HEALTH CARE,8212 F STREET,OMAHA,68127,4023312273,Local,50,50,50,50,50,50,11/4/2005,4,5,91,5,89,2,80,3,86,80,346,41,806,300,1106,Good
OH,367160,FIDELITY HEALTH CARE,3170 KETTERING BOULEVARD,MORAINE,45439,9372086400,Local,50,50,50,50,50,50,9/24/1981,4,4,88,4,85,4,86,3,87,80,654,28,806,300,1106,Good
PA,397578,PATIENT CARE,"2 MERIDIAN BLVD, SUITE 204",WYOMISSING,19610,6103730300,Local,50,50,50,50,50,50,12/15/1993,4,4,88,5,89,3,84,3,85,80,112,29,806,300,1106,Good
PA,398063,"SUPERIOR HOME HEALTH AND STAFFING, INC",500 NORTH LEWIS RUN ROAD SUITE 214,WEST MIFFLIN,15122,4127542600,Local,50,50,50,50,50,50,10/26/2007,4,4,88,4,86,4,86,3,87,79,72,30,806,300,1106,Good
TN,447142,CAMELLIA HOME HEALTH,1700 LIBERTY STREET,KNOXVILLE,37921,8655844010,Local,50,50,50,50,50,50,5/11/1979,4,4,89,5,87,3,84,3,85,81,310,28,806,300,1106,Good
TX,458025,TEXAS TOTAL CARE INC,21820 IH 10,VIDOR,77662,4097693414,Local,50,50,50,50,50,50,4/28/1994,4,4,89,4,86,3,84,4,88,79,76,32,806,300,1106,Good
TX,459371,KINDRED AT HOME,118 SOUTH PARK DRIVE SUITE D,BROWNWOOD,76801,3256435525,Local,50,50,50,50,50,0,7/29/1997,4,4,89,4,88,5,88,4,88,83,218,36,856,250,1106,Good
TX,677154,SETON HOME CARE,309 INDUSTRIAL BLVD.,BURNET,78611,5127567511,Local,50,50,50,50,50,50,8/5/1988,4,4,90,5,88,2,78,4,88,82,225,30,806,300,1106,Good
TX,677433,ROBINSON CREEK HOME HEALTH AND HOSPICE,5316 HWY 290 SUITE 360,AUSTIN,78735,5123287606,Local,50,50,50,50,50,50,9/18/1991,4,4,89,4,87,4,87,3,83,80,115,38,806,300,1106,Good
TX,677447,ENCOMPASS HOME HEALTH OF THE PANHANDLE,2505 LAKEVIEW DRIVE  #100,AMARILLO,79109,8063511700,Local,50,50,50,50,50,50,12/4/1991,4,4,89,4,88,3,82,4,87,80,204,28,806,300,1106,Good
TX,679082,A PLUS FAMILY CARE LLC,5002 WEST AVENUE,SAN ANTONIO,78213,2105309111,Official Health Agency,50,50,50,50,50,50,10/25/2001,4,4,90,5,90,3,83,3,87,76,66,34,806,300,1106,Good
TX,679138,ONESOURCE HOME CARE INC,4002 TECHNOLOGY CENTER,LONGVIEW,75605,9032482530,Local,50,50,50,50,0,0,5/30/2002,5,5,93,5,90,4,87,4,93,83,139,39,906,200,1106,Good
TX,679432,ENCOMPASS HOME HEALTH OF EAST TEXAS,300 E MAIN STREET SUITE 200,NACOGDOCHES,75961,9365643700,Local,50,50,50,50,50,0,2/5/2004,4,4,90,5,89,5,88,3,85,84,243,37,856,250,1106,Good
TX,747422,ALL GENERATIONS HEALTH CARE INC,3307 NORTH MCCOLL SUITE E,MCALLEN,78501,9569281001,Official Health Agency,50,50,50,50,50,50,8/9/2010,4,3,86,4,86,5,92,3,81,81,48,18,806,300,1106,Good
VA,497279,COMFORT CARE HOME HEALTH AND HOSPICE,667 KINGSBOROUGH SQUARE SUITE 201,CHESAPEAKE,23320,7573126460,Hospital Based Program,50,50,50,50,50,50,12/16/1983,4,4,89,5,89,3,83,3,84,81,273,23,806,300,1106,Good
VT,477000,UVMHN HOME HEALTH AND HOSPICE,1110 PRIM ROAD,COLCHESTER,5446,8026581900,Visiting Nurse Association,50,50,50,50,50,50,7/1/1966,4,4,90,4,84,4,85,3,83,84,506,32,806,300,1106,Good
WI,527159,ASCENSION AT HOME,231 KEEL CT,STURGEON BAY,54235,9206953150,Local,50,50,50,50,50,50,7/5/1985,4,4,89,4,87,3,84,4,90,76,194,42,806,300,1106,Good
AR,47044,EXTENDED FAMILY ENTERPRISES,2710 PHILLIPS DRIVE,JONESBORO,72401,8709327463,Local,50,50,0,50,0,50,3/25/1982,5,5,92,5,90,3,84,5,93,86,70,34,905,200,1105,Good
CA,58129,PASADENA HOME HEALTH CARE,3821 E SIERRA MADRE BLVD,PASADENA,91107,6263511300,Local,50,50,50,50,50,50,8/12/2002,4,5,92,4,89,2,75,4,85,84,71,19,805,300,1105,Good
CA,557482,PROGRESSIVE HOME CARE - AUBURN,"11879 KEMPER ROAD, SUITE 15",AUBURN,95603,5308233896,Local,50,50,50,50,50,50,11/17/1994,4,4,89,4,86,4,85,3,84,81,372,29,805,300,1105,Good
CT,77162,KINDRED AT HOME,30 STANFORD DRIVE,FARMINGTON,6032,8606741302,Local,50,50,50,50,50,50,3/30/1984,4,4,88,4,87,4,85,3,84,81,336,24,805,300,1105,Good
FL,107073,GOLD COAST HOME HEALTH SERVICES,309 SE 18TH ST,FORT LAUDERDALE,33316,9547852990,Hospital Based Program,50,50,50,0,50,50,7/1/1970,4,4,90,4,86,5,89,4,91,79,87,15,855,250,1105,Good
FL,107786,CLASSIC HOME HEALTH SERVICES,1504 SOUTH STREET,LEESBURG,34748,3523141885,Local,50,50,50,50,50,50,7/17/2003,4,5,91,4,88,2,79,4,87,80,262,29,805,300,1105,Good
IA,167071,MYRTUE MED CENTER HOME HEALTH,2712 12TH STREET,HARLAN,51537,7127554308,Hospital Based Program,50,50,50,50,50,50,1/9/1975,4,5,90,3,81,3,82,4,88,84,87,52,805,300,1105,Good
IL,148086,"GREAT LAKES CARING, A PART OF THE ELARA CARING NET","924 CLOCKTOWER DRIVE, STE B",SPRINGFIELD,62704,2177184889,Local,50,50,50,50,50,50,10/27/2009,4,4,89,5,88,3,84,3,84,80,198,28,805,300,1105,Good
IN,157092,SUBURBAN HOME HEALTH LLC,14297 BERGEN BOULEVARD STE 250,NOBLESVILLE,46060,8004646716,Local,50,50,50,50,50,50,10/14/1983,4,4,89,5,88,3,82,3,86,80,354,41,805,300,1105,Good
IN,157313,HOME HEALTH OF ST MARY MEDICAL CENTER,1437 S LAKE PARK AVE,HOBART,46342,2199476105,Hospital Based Program,50,50,50,50,0,50,4/9/1985,4,5,91,5,89,3,83,4,88,84,225,38,855,250,1105,Good
KS,177145,VIA CHRISTI HOME HEALTH PITTSBURG,"3 MED CENTER CIRCLE, SUITE B",PITTSBURG,66762,6202313080,Official Health Agency,50,50,50,50,50,50,8/2/1984,4,3,87,5,88,4,85,3,86,79,114,37,805,300,1105,Good
KS,177242,CAREGIVERS HOME HEALTH,"2947 SW WANAMAKER DRIVE, SUITE 101",TOPEKA,66614,7853540767,Official Health Agency,50,50,50,50,50,50,7/26/1993,4,5,91,5,89,2,79,3,85,81,342,30,805,300,1105,Good
MI,237059,VNA HOME HEALTH CARE,"1430 MILITARY, SUITE A",PORT HURON,48060,8109844131,Visiting Nurse Association,50,50,50,50,50,50,3/1/1971,4,4,89,4,87,3,83,4,86,80,260,35,805,300,1105,Good
MO,267250,BENDERS HOME CARE INC,803 NORTH 36TH STREET,SAINT JOSEPH,64506,8162330171,Local,50,50,0,50,0,0,10/10/1985,5,5,93,5,90,5,89,5,95,88,80,52,955,150,1105,Good
MO,267582,"MED-STAFF HOME HEALTH, LLC",11901 OLIVE BLVD SUITE 217,SAINT LOUIS,63141,3149934663,Local,50,50,50,50,50,50,8/21/2003,4,4,89,5,89,3,81,3,85,81,56,28,805,300,1105,Good
NJ,317035,VIRTUA HOME CARE - COMMUNITY NURSING SERVICES,523 FELLOWSHIP ROAD - SUITE 250,MOUNT LAUREL,8054,8565817200,Hospital Based Program,50,50,50,50,50,50,7/1/1966,4,4,88,4,85,4,86,3,85,81,433,29,805,300,1105,Good
NM,327148,ENCOMPASS HEALTH HOME HEALTH,425 S TELSHOR BLVD SUITE C201,LAS CRUCES,88011,5755321358,Local,50,50,50,50,50,50,7/19/1996,4,4,89,4,86,4,86,3,84,80,309,35,805,300,1105,Good
NY,337449,GUTHRIE HOME HEALTH,150 BROAD STREET,WAVERLY,14892,6076872495,Local,50,50,50,50,50,50,9/5/2014,4,4,90,4,88,4,86,3,84,77,246,38,805,300,1105,Good
OH,367238,WILSON HOME HEALTH CARE,1081 FAIRINGTON STREET,SIDNEY,45365,9374989335,Local,50,50,50,50,50,50,7/15/1985,4,5,90,5,89,2,79,3,85,82,155,34,805,300,1105,Good
OK,377171,ANGELS CARE HOME HEALTH OF EAST OKLAHOMA,751 N ASPEN,BROKEN ARROW,74012,9182510952,Official Health Agency,50,50,50,50,50,50,4/26/1990,4,4,87,4,86,4,87,3,84,81,680,34,805,300,1105,Good
OK,377568,ELARA CARING XXIII,"2020 ARLINGTON ROAD, SUITE 5",ADA,74820,8555277473,Local,50,50,50,50,50,50,1/24/1997,4,4,89,4,87,4,86,3,85,78,300,28,805,300,1105,Good
PA,397031,POCONO HEALTH SYSTEM VISITING NURSE & HOSPICE CARE,502 VNA ROAD,EAST STROUDSBURG,18301,5704215390,Visiting Nurse Association,50,50,50,50,50,50,7/1/1966,4,4,88,4,87,4,86,3,84,80,187,26,805,300,1105,Good
PA,397666,VIAQUEST HOME HEALTH LLC,612 PARK AVENUE,MONONGAHELA,15063,7242584070,Local,50,50,50,50,50,50,3/6/1996,4,4,90,4,86,4,86,3,84,79,170,20,805,300,1105,Good
PA,397726,"RESIDENTIAL HEALTHCARE OF NE PA, LLC",601 WYOMING AVE,KINGSTON,18704,8889235842,Local,50,50,50,50,50,50,9/1/1998,4,4,89,4,85,4,87,3,87,77,236,27,805,300,1105,Good
TX,457251,HOME NURSING AND THERAPY SERVICES,921 MATAGORDA STREET,SAN ANTONIO,78210,2108228807,Local,50,50,50,50,50,50,9/17/1982,4,4,88,3,84,4,86,4,86,81,86,14,805,300,1105,Good
TX,457537,"STAT HOME HEALTH HOUSTON BELLAIRE, LLC",9307 W BROADWAY SUITE 401,PEARLAND,77584,7137743495,Local,50,50,50,50,50,50,10/26/1983,4,4,90,5,88,3,82,3,82,83,85,20,805,300,1105,Good
TX,457855,BAYLOR INSTITUTE FOR REHABILITATION HOME HEALTH SE,1241 CROSS TIMBERS ROAD,FLOWER MOUND,75028,9726913131,Local,50,50,50,50,0,50,6/28/2005,4,5,92,5,89,3,81,4,89,84,495,32,855,250,1105,Good
TX,677811,VERITAS HOME HEALTH,2825 REGAL ROAD SUITE 105,PLANO,75075,9725190308,Local,50,50,50,50,50,50,2/16/2006,4,4,89,4,86,4,87,3,84,79,229,26,805,300,1105,Good
TX,677864,ANGELS CARE HOME HEALTH OF WEST TEXAS,1030 ANDREWS HWY SUITE 122,MIDLAND,79701,4326873327,Visiting Nurse Association,50,50,50,50,0,0,3/21/2006,5,4,89,5,89,5,92,4,90,85,106,23,905,200,1105,Good
TX,677957,"EXCEL COMPLETE HOME HEALTH & THERAPY SERVICES, LLC",513 S FIRST STREET,LUFKIN,75901,9366341166,Local,50,50,50,50,50,50,5/12/2006,4,4,90,5,87,4,85,2,80,83,46,41,805,300,1105,Good
TX,679428,ENCOMPASS HOME HEALTH OF DFW,1501 HUGHES RD STE 100,GRAPEVINE,76051,8173295449,Local,50,50,50,50,50,50,2/13/2004,4,4,89,4,86,4,85,3,85,80,379,29,805,300,1105,Good
TX,747971,"SACRED CARE HOME HEALTH, LLC",307 WEST MILAM STREET SUITE 201,WHARTON,77488,9795313068,Local,50,50,50,50,50,50,11/17/2015,4,5,94,4,87,3,82,3,78,84,48,23,805,300,1105,Good
VA,497617,GENERATIONS HOME HEALTH LLC,6477 COLLEGE PARK SQUARE - SUITE 210,VIRGINIA BEACH,23464,7578226991,Local,50,50,50,50,50,50,11/17/2006,4,4,90,5,88,2,77,4,87,83,296,40,805,300,1105,Good
VT,477016,FRANKLIN COUNTY HHA,3 HOME HEALTH CIRCLE SUITE 1,ST ALBANS,5478,8025277531,Visiting Nurse Association,50,50,50,50,50,50,1/18/1971,4,4,88,4,85,3,81,4,86,85,303,32,805,300,1105,Good
WA,507106,KINDRED AT HOME,"4660 KITSAP WAY, SUITE 101",BREMERTON,98312,3603736966,Local,50,50,50,50,50,50,1/12/1996,4,4,89,5,88,3,82,3,83,83,323,29,805,300,1105,Good
WI,527189,ASCENSION AT HOME,303 W UPHAM ST  SUITE 208,MARSHFIELD,54449,7153017260,Visiting Nurse Association,50,50,50,50,50,50,1/7/1987,4,4,87,4,86,4,87,3,84,81,419,35,805,300,1105,Good
AR,47004,AR METH MED CTR HH,900 WEST KINGSHIGHWAY,PARAGOULD,72451,8702397152,Hospital Based Program,50,50,0,50,50,50,8/1/1970,4,5,91,5,90,3,81,4,87,85,162,30,854,250,1104,Good
CA,57545,SUTTER VISITING NURSE ASSOCIATION AND HOSPICE,"3001 LAVA RIDGE COURT, SUITE 330A",ROSEVILLE,95661,9167977979,Visiting Nurse Association,50,50,50,50,50,50,9/22/1983,4,4,89,4,87,4,85,3,83,80,983,32,804,300,1104,Good
CA,58094,"PREMIUM HOME HEALTH, INC","12241 FIRESTONE BLVD, SUITE C & D",NORWALK,90650,5629292880,Local,50,50,50,50,50,50,12/2/2001,4,4,88,5,88,3,81,3,83,84,54,16,804,300,1104,Good
CA,58189,SUTTER VISITING NURSE ASSOCIATION AND HOSPICE,"110 STONY POINT ROAD, SUITE 200A",SANTA ROSA,95401,7075355600,Visiting Nurse Association,50,50,50,50,50,50,5/20/2003,4,4,89,5,88,3,82,3,82,83,438,28,804,300,1104,Good
CA,58268,"AMITY HOME HEALTH, INC","17042 DEVONSHIRE STREET, SUITE 220",NORTHRIDGE,91325,8188318270,Local,50,50,50,50,50,50,6/30/2004,4,2,84,5,89,5,88,3,82,81,45,30,804,300,1104,Good
CA,59764,"PROHEALTH HOME CARE, INC","1375 EXPOSITION BLVD, SUITE 250A",SACRAMENTO,95815,8772463830,Local,50,50,50,50,50,50,11/8/2016,4,3,88,4,85,4,85,4,89,77,141,20,804,300,1104,Good
CA,557425,ACCENTCARE HOME HEALTH OF CALIFORNIA INC,"2344 SOUTH 2ND STREET, SUITE A",EL CENTRO,92243,7603524022,Local,50,50,50,50,50,50,8/18/1994,4,4,88,4,86,4,85,3,85,80,488,22,804,300,1104,Good
CT,77086,MIDDLESEX HOSPITAL HOMECARE,770 SAYBROOK ROAD,MIDDLETOWN,6457,8603585600,Hospital Based Program,50,50,50,50,50,50,7/1/1966,4,4,88,4,86,3,83,4,86,81,451,29,804,300,1104,Good
FL,107406,MEDERI CARETENDERS,6150 DIAMOND CENTER CT STE A,FORT MYERS,33912,2394815999,Visiting Nurse Association,50,50,50,50,50,50,12/20/1990,4,4,89,4,86,4,86,3,84,79,448,31,804,300,1104,Good
FL,107414,ADVENTHEALTH HOME CARE WEST FLORIDA,13601 BRUCE B DOWNS BLVD STE 110,TAMPA,33613,8136157700,Local,50,50,50,50,50,50,7/2/1991,4,4,90,4,86,4,85,3,85,78,363,23,804,300,1104,Good
ID,137068,CANYON HOME CARE & HOSPICE,929 NW 16TH STREET,FRUITLAND,83619,2086421838,Local,50,50,50,50,50,50,12/21/1993,4,4,90,4,86,4,85,3,81,82,153,32,804,300,1104,Good
IL,147039,"RESIDENTIAL HOME HEALTH OF SOUTHERN ILLINOIS, LLC","1901 FRANK SCOTT PARKWAY E, SUITE 2",SHILOH,62269,6184672080,Visiting Nurse Association,50,50,50,50,50,50,7/1/1966,4,4,87,4,87,4,87,3,84,79,308,26,804,300,1104,Good
IL,147470,PALOS COMMUNITY HOSPITAL HOME HEALTH CARE,15295 E. 127TH ST.,LEMONT,60439,6302571111,Hospital Based Program,50,50,50,50,50,50,10/27/1987,4,4,88,5,88,3,83,3,87,78,372,37,804,300,1104,Good
KS,177216,ENCOMPASS HEALTH HOME HEALTH,"8201 E. 34TH STREET CIRCLE N., SUITE 1503",WICHITA,67226,3162674663,Local,50,50,50,50,50,50,2/22/1991,4,4,89,4,86,4,87,3,82,80,398,41,804,300,1104,Good
LA,197549,"STAT HOME HEALTH, LLC","1707 CHANTILLY DR, STE A",LA PLACE,70068,9856528092,Local,50,50,50,50,50,50,4/29/1993,4,4,88,4,86,3,84,4,86,80,235,22,804,300,1104,Good
MI,237010,MCLAREN HOME HEALTH,1515 CAL DRIVE,DAVISON,48423,8107323131,Visiting Nurse Association,50,50,50,50,50,50,7/1/1966,4,4,88,4,88,3,82,4,88,78,295,28,804,300,1104,Good
MN,247151,PARK NICOLLET METHODIST HOSPITAL CARE SVCS,6500 EXCELSIOR BOULEVARD,SAINT LOUIS PARK,55426,9529936087,Official Health Agency,50,50,50,50,50,50,12/1/1983,4,4,90,5,87,3,83,3,84,80,486,40,804,300,1104,Good
NC,347173,ENCOMPASS HOME HEALTH OF NORTH CAROLINA,"5 OAK BRANCH DRIVE, STE 5E",GREENSBORO,27407,3362746937,Local,50,50,50,50,50,50,1/6/1988,4,4,88,4,87,4,85,3,85,79,324,23,804,300,1104,Good
OH,367164,INTERIM HEALTHCARE OF COLUMBUS,784 MORRISON ROAD,GAHANNA,43230,6148883130,Local,50,50,50,50,50,50,12/3/1981,4,4,89,4,87,4,85,3,84,79,102,30,804,300,1104,Good
OH,368192,PINNACLE SENIOR CARE,"7206 MARKET STREET, SUITE C",BOARDMAN,44512,3307588428,Local,50,50,50,50,50,50,4/18/2007,4,4,89,5,89,2,78,4,87,81,95,26,804,300,1104,Good
OH,369086,ALTENHEIM HOME HEALTH CARE,18627 SHURMER ROAD,STRONGSVILLE,44136,4402383361,Local,50,50,50,50,50,50,8/12/2014,4,4,86,4,87,4,87,3,83,81,114,29,804,300,1104,Good
OK,377478,"CARTER HEALTHCARE OF CENTRAL OKLAHOMA, LLC",3104 SOUTH LAKESIDE DRIVE,OKLAHOMA CITY,73119,4059477700,Official Health Agency,50,50,50,50,0,0,7/3/1995,5,5,92,5,89,4,86,4,90,87,281,33,904,200,1104,Good
PA,397471,WELLSPAN VNA HOMECARE,"300 WEST CHESTNUT STREET, SUITE 204",EPHRATA,17522,7177383220,Visiting Nurse Association,50,50,50,50,50,50,7/7/1987,4,4,89,4,87,3,83,4,87,78,424,39,804,300,1104,Good
PA,398137,"ADVANTAGE HOME HEALTH SERVICES, LLC","615 HOWARD AVENUE, SUITE 213",ALTOONA,16601,8149430222,Local,50,50,50,50,50,50,5/17/2010,4,4,90,5,89,3,84,3,85,76,508,48,804,300,1104,Good
SC,427058,CAROLINAS HOME HEALTH,"121 E. CEDAR STREET, PO BOX 100550",FLORENCE,29501,8436296811,Local,50,50,50,50,50,50,9/10/1992,4,4,87,4,86,4,86,3,85,80,254,25,804,300,1104,Good
TN,447107,AMEDISYS HOME HEALTH,"2000 GLEN ECHO ROAD, SUITE 115",NASHVILLE,37215,6152983931,Local,50,50,50,50,50,50,1/13/1976,4,5,91,5,89,2,78,3,84,82,323,25,804,300,1104,Good
